# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 21 09:12:17 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_eqt,pl_rade
Kepler-46,c,Kepler-46 c,Transit Timing Variations,455,
Kepler-46,d,Kepler-46 d,Transit,,1.640
KIC 5437945,c,Kepler-460 c,Transit,,5.520
Kepler-461,b,Kepler-461 b,Transit,,2.580
Kepler-462,b,Kepler-462 b,Transit,,3.770
Kepler-463,b,Kepler-463 b,Transit,,3.050
Kepler-464,b,Kepler-464 b,Transit,,3.300
Kepler-465,b,Kepler-465 b,Transit,,2.950
Kepler-466,b,Kepler-466 b,Transit,,2.850
Kepler-466,c,Kepler-466 c,Transit,,1.250
Kepler-467,b,Kepler-467 b,Transit,,2.250
Kepler-468,b,Kepler-468 b,Transit,,13.340
Kepler-47,b,Kepler-47 b,Transit,,3.050
Kepler-47,c,Kepler-47 c,Transit,,4.650
Kepler-47,d,Kepler-47 d,Transit,,7.040
Kepler-470,b,Kepler-470 b,Transit,,14.440
Kepler-471,b,Kepler-471 b,Transit,,14.960
Kepler-472,b,Kepler-472 b,Transit,,3.220
Kepler-473,b,Kepler-473 b,Transit,,4.080
Kepler-474,b,Kepler-474 b,Transit,,3.060
Kepler-475,b,Kepler-475 b,Transit,,2.490
Kepler-476,b,Kepler-476 b,Transit,,3.080
Kepler-477,b,Kepler-477 b,Transit,,2.070
Kepler-478,b,Kepler-478 b,Transit,,2.710
Kepler-479,b,Kepler-479 b,Transit,,2.120
Kepler-48,b,Kepler-48 b,Transit,,1.880
Kepler-48,c,Kepler-48 c,Transit,,2.710
Kepler-48,d,Kepler-48 d,Transit,,2.040
Kepler-48,e,Kepler-48 e,Radial Velocity,,
Kepler-480,b,Kepler-480 b,Transit,,2.780
Kepler-481,b,Kepler-481 b,Transit,,2.500
Kepler-482,b,Kepler-482 b,Transit,,2.360
Kepler-483,b,Kepler-483 b,Transit,,3.210
Kepler-484,b,Kepler-484 b,Transit,,2.280
Kepler-485,b,Kepler-485 b,Transit,,14.410
Kepler-486,b,Kepler-486 b,Transit,,11.000
Kepler-487,b,Kepler-487 b,Transit,,11.420
Kepler-487,c,Kepler-487 c,Transit,,2.680
Kepler-488,b,Kepler-488 b,Transit,,15.790
Kepler-489,b,Kepler-489 b,Transit,,7.720
Kepler-49,b,Kepler-49 b,Transit,,2.720
Kepler-49,c,Kepler-49 c,Transit,,2.550
Kepler-49,d,Kepler-49 d,Transit,,1.600
Kepler-49,e,Kepler-49 e,Transit,,1.560
Kepler-490,b,Kepler-490 b,Transit,,11.650
Kepler-491,b,Kepler-491 b,Transit,,8.920
Kepler-492,b,Kepler-492 b,Transit,,9.590
Kepler-493,b,Kepler-493 b,Transit,,15.130
Kepler-494,b,Kepler-494 b,Transit,,7.140
Kepler-495,b,Kepler-495 b,Transit,,5.230
Kepler-496,b,Kepler-496 b,Transit,,2.320
Kepler-497,b,Kepler-497 b,Transit,,6.040
Kepler-498,b,Kepler-498 b,Transit,,3.030
Kepler-499,b,Kepler-499 b,Transit,,2.170
Kepler-5,b,Kepler-5 b,Transit,1750,15.984
Kepler-50,b,Kepler-50 b,Transit,,1.710
Kepler-50,c,Kepler-50 c,Transit,,2.170
Kepler-500,b,Kepler-500 b,Transit,,2.580
Kepler-501,b,Kepler-501 b,Transit,,4.300
Kepler-502,b,Kepler-502 b,Transit,,4.770
Kepler-504,b,Kepler-504 b,Transit,,1.590
Kepler-505,b,Kepler-505 b,Transit,,2.600
Kepler-506,b,Kepler-506 b,Transit,,2.730
Kepler-507,b,Kepler-507 b,Transit,,1.300
Kepler-508,b,Kepler-508 b,Transit,,1.640
Kepler-509,b,Kepler-509 b,Transit,,2.490
Kepler-51,b,Kepler-51 b,Transit,543,7.100
Kepler-51,c,Kepler-51 c,Transit,439,9.000
Kepler-51,d,Kepler-51 d,Transit,381,9.700
Kepler-510,b,Kepler-510 b,Transit,,2.470
Kepler-511,b,Kepler-511 b,Transit,,6.350
Kepler-512,b,Kepler-512 b,Transit,,2.690
Kepler-513,b,Kepler-513 b,Transit,,2.200
Kepler-514,b,Kepler-514 b,Transit,,1.720
Kepler-515,b,Kepler-515 b,Transit,,1.460
Kepler-516,b,Kepler-516 b,Transit,,5.740
Kepler-517,b,Kepler-517 b,Transit,,2.670
Kepler-518,b,Kepler-518 b,Transit,,2.110
Kepler-519,b,Kepler-519 b,Transit,,2.100
Kepler-52,b,Kepler-52 b,Transit,,2.100
Kepler-52,c,Kepler-52 c,Transit,,1.840
Kepler-52,d,Kepler-52 d,Transit,,1.950
Kepler-520,b,Kepler-520 b,Transit,,1.660
Kepler-520,c,Kepler-520 c,Transit,,1.070
Kepler-521,b,Kepler-521 b,Transit,,3.180
Kepler-522,b,Kepler-522 b,Transit,,6.910
Kepler-523,b,Kepler-523 b,Transit,,1.960
Kepler-524,b,Kepler-524 b,Transit,,1.910
Kepler-524,c,Kepler-524 c,Transit,,0.960
Kepler-525,b,Kepler-525 b,Transit,,2.630
Kepler-526,b,Kepler-526 b,Transit,,1.990
Kepler-527,b,Kepler-527 b,Transit,,2.840
Kepler-528,b,Kepler-528 b,Transit,,2.080
Kepler-529,b,Kepler-529 b,Transit,,1.860
Kepler-529,c,Kepler-529 c,Transit,,2.000
Kepler-53,b,Kepler-53 b,Transit,,2.890
Kepler-53,c,Kepler-53 c,Transit,,3.170
Kepler-53,d,Kepler-53 d,Transit,,2.120
Kepler-530,b,Kepler-530 b,Transit,,3.010
Kepler-531,b,Kepler-531 b,Transit,,2.780
Kepler-532,b,Kepler-532 b,Transit,,2.570
Kepler-533,b,Kepler-533 b,Transit,,3.380
Kepler-534,b,Kepler-534 b,Transit,,2.240
Kepler-535,b,Kepler-535 b,Transit,,2.360
Kepler-536,b,Kepler-536 b,Transit,,3.100
Kepler-537,b,Kepler-537 b,Transit,,1.410
Kepler-538,b,Kepler-538 b,Transit,380,2.215
Kepler-539,b,Kepler-539 b,Transit,388,8.373
Kepler-539,c,Kepler-539 c,Transit Timing Variations,253,
Kepler-54,b,Kepler-54 b,Transit,,2.100
Kepler-54,c,Kepler-54 c,Transit,,1.230
Kepler-54,d,Kepler-54 d,Transit,,1.530
Kepler-540,b,Kepler-540 b,Transit,,2.710
Kepler-541,b,Kepler-541 b,Transit,,3.360
Kepler-542,b,Kepler-542 b,Transit,,1.570
Kepler-543,b,Kepler-543 b,Transit,,2.500
Kepler-544,b,Kepler-544 b,Transit,,2.120
Kepler-545,b,Kepler-545 b,Transit,,2.690
Kepler-546,b,Kepler-546 b,Transit,,7.000
Kepler-547,b,Kepler-547 b,Transit,,4.000
Kepler-548,b,Kepler-548 b,Transit,,11.990
Kepler-549,b,Kepler-549 b,Transit,,2.570
Kepler-549,c,Kepler-549 c,Transit,,2.930
Kepler-55,b,Kepler-55 b,Transit,,2.430
Kepler-55,c,Kepler-55 c,Transit,,2.210
Kepler-55,d,Kepler-55 d,Transit,,1.590
Kepler-55,e,Kepler-55 e,Transit,,1.550
Kepler-55,f,Kepler-55 f,Transit,,1.590
Kepler-550,b,Kepler-550 b,Transit,,4.420
Kepler-551,b,Kepler-551 b,Transit,,2.730
Kepler-552,b,Kepler-552 b,Transit,,3.950
Kepler-553,b,Kepler-553 b,Transit,,4.630
Kepler-553,c,Kepler-553 c,Transit,,11.200
Kepler-554,b,Kepler-554 b,Transit,,4.290
Kepler-555,b,Kepler-555 b,Transit,,2.830
Kepler-556,b,Kepler-556 b,Transit,,2.240
Kepler-557,b,Kepler-557 b,Transit,,2.670
Kepler-558,b,Kepler-558 b,Transit,,2.370
Kepler-559,b,Kepler-559 b,Transit,,3.610
Kepler-56,b,Kepler-56 b,Transit,,6.510
Kepler-56,c,Kepler-56 c,Transit,,9.800
Kepler-56,d,Kepler-56 d,Radial Velocity,,
Kepler-560,b,Kepler-560 b,Transit,,1.720
Kepler-561,b,Kepler-561 b,Transit,,6.960
Kepler-561,c,Kepler-561 c,Transit,,2.680
Kepler-562,b,Kepler-562 b,Transit,,5.210
Kepler-563,b,Kepler-563 b,Transit,,3.090
Kepler-564,b,Kepler-564 b,Transit,,4.630
Kepler-565,b,Kepler-565 b,Transit,,3.640
Kepler-566,b,Kepler-566 b,Transit,,2.150
Kepler-567,b,Kepler-567 b,Transit,,2.250
Kepler-568,b,Kepler-568 b,Transit,,2.260
Kepler-569,b,Kepler-569 b,Transit,,3.160
Kepler-57,b,Kepler-57 b,Transit,,2.190
Kepler-57,c,Kepler-57 c,Transit,,1.550
Kepler-570,b,Kepler-570 b,Transit,,2.450
Kepler-571,b,Kepler-571 b,Transit,,2.640
Kepler-572,b,Kepler-572 b,Transit,,2.580
Kepler-573,b,Kepler-573 b,Transit,,2.790
Kepler-574,b,Kepler-574 b,Transit,,2.390
Kepler-575,b,Kepler-575 b,Transit,,2.390
Kepler-576,b,Kepler-576 b,Transit,,3.270
Kepler-577,b,Kepler-577 b,Transit,,2.550
Kepler-578,b,Kepler-578 b,Transit,,2.000
Kepler-579,b,Kepler-579 b,Transit,,2.000
Kepler-58,b,Kepler-58 b,Transit,,2.780
Kepler-58,c,Kepler-58 c,Transit,,2.860
Kepler-58,d,Kepler-58 d,Transit,,2.940
Kepler-580,b,Kepler-580 b,Transit,,2.570
Kepler-581,b,Kepler-581 b,Transit,,2.630
Kepler-582,b,Kepler-582 b,Transit,,3.680
Kepler-583,b,Kepler-583 b,Transit,,2.280
Kepler-584,b,Kepler-584 b,Transit,,4.210
Kepler-585,b,Kepler-585 b,Transit,,2.830
Kepler-586,b,Kepler-586 b,Transit,,2.790
Kepler-587,b,Kepler-587 b,Transit,,2.230
Kepler-588,b,Kepler-588 b,Transit,,2.630
Kepler-589,b,Kepler-589 b,Transit,,2.270
Kepler-59,b,Kepler-59 b,Transit,,1.100
Kepler-59,c,Kepler-59 c,Transit,,1.980
Kepler-590,b,Kepler-590 b,Transit,,4.020
Kepler-591,b,Kepler-591 b,Transit,,3.390
Kepler-592,b,Kepler-592 b,Transit,,2.390
Kepler-593,b,Kepler-593 b,Transit,,2.870
Kepler-594,b,Kepler-594 b,Transit,,2.180
Kepler-595,b,Kepler-595 b,Transit,,3.810
Kepler-596,b,Kepler-596 b,Transit,,3.460
Kepler-597,b,Kepler-597 b,Transit,,2.370
Kepler-598,b,Kepler-598 b,Transit,,1.500
Kepler-599,b,Kepler-599 b,Transit,,2.840
Kepler-6,b,Kepler-6 b,Transit,1460,14.617
Kepler-60,b,Kepler-60 b,Transit,,1.710
Kepler-60,c,Kepler-60 c,Transit,,1.900
Kepler-60,d,Kepler-60 d,Transit,,1.990
Kepler-600,b,Kepler-600 b,Transit,,2.900
Kepler-601,b,Kepler-601 b,Transit,,1.900
Kepler-602,b,Kepler-602 b,Transit,,2.090
Kepler-603,b,Kepler-603 b,Transit,,2.650
Kepler-603,c,Kepler-603 c,Transit,,6.500
Kepler-603,d,Kepler-603 d,Transit,,1.320
Kepler-604,b,Kepler-604 b,Transit,,2.590
Kepler-605,b,Kepler-605 b,Transit,,1.440
Kepler-605,c,Kepler-605 c,Transit,,0.860
Kepler-606,b,Kepler-606 b,Transit,,3.310
Kepler-607,b,Kepler-607 b,Transit,,0.870
Kepler-608,b,Kepler-608 b,Transit,,3.640
Kepler-609,b,Kepler-609 b,Transit,,3.350
Kepler-61,b,Kepler-61 b,Transit,273,2.150
Kepler-610,b,Kepler-610 b,Transit,,4.190
Kepler-610,c,Kepler-610 c,Transit,,3.300
Kepler-611,b,Kepler-611 b,Transit,,1.650
Kepler-612,b,Kepler-612 b,Transit,,2.840
Kepler-613,b,Kepler-613 b,Transit,,2.290
Kepler-614,b,Kepler-614 b,Transit,,2.390
Kepler-615,b,Kepler-615 b,Transit,,1.740
Kepler-616,b,Kepler-616 b,Transit,,2.430
Kepler-616,c,Kepler-616 c,Transit,,3.410
Kepler-617,b,Kepler-617 b,Transit,,1.320
Kepler-618,b,Kepler-618 b,Transit,,2.600
Kepler-619,b,Kepler-619 b,Transit,,3.160
Kepler-619,c,Kepler-619 c,Transit,,1.690
Kepler-62,b,Kepler-62 b,Transit,750,1.310
Kepler-62,c,Kepler-62 c,Transit,578,0.540
Kepler-62,d,Kepler-62 d,Transit,510,1.950
Kepler-62,e,Kepler-62 e,Transit,270,1.610
Kepler-62,f,Kepler-62 f,Transit,208,1.410
Kepler-620,b,Kepler-620 b,Transit,,3.320
Kepler-621,b,Kepler-621 b,Transit,,2.300
Kepler-622,b,Kepler-622 b,Transit,,2.130
Kepler-623,b,Kepler-623 b,Transit,,3.010
Kepler-624,b,Kepler-624 b,Transit,,2.310
Kepler-625,b,Kepler-625 b,Transit,,1.990
Kepler-625,c,Kepler-625 c,Transit,,1.050
Kepler-626,b,Kepler-626 b,Transit,,2.290
Kepler-627,b,Kepler-627 b,Transit,,3.730
Kepler-628,b,Kepler-628 b,Transit,,8.400
Kepler-629,b,Kepler-629 b,Transit,,1.380
Kepler-63,b,Kepler-63 b,Transit,,6.110
Kepler-630,b,Kepler-630 b,Transit,,3.180
Kepler-631,b,Kepler-631 b,Transit,,2.900
Kepler-632,b,Kepler-632 b,Transit,,2.210
Kepler-633,b,Kepler-633 b,Transit,,1.630
Kepler-634,b,Kepler-634 b,Transit,,1.890
Kepler-635,b,Kepler-635 b,Transit,,2.640
Kepler-636,b,Kepler-636 b,Transit,,4.450
Kepler-637,b,Kepler-637 b,Transit,,4.750
Kepler-638,b,Kepler-638 b,Transit,,1.830
Kepler-639,b,Kepler-639 b,Transit,,2.380
Kepler-640,b,Kepler-640 b,Transit,,2.560
Kepler-641,b,Kepler-641 b,Transit,,1.850
Kepler-642,b,Kepler-642 b,Transit,,2.900
Kepler-643,b,Kepler-643 b,Transit,,10.160
Kepler-644,b,Kepler-644 b,Transit,,3.150
Kepler-645,b,Kepler-645 b,Transit,,2.100
Kepler-646,b,Kepler-646 b,Transit,,1.990
Kepler-647,b,Kepler-647 b,Transit,,1.170
Kepler-648,b,Kepler-648 b,Transit,,3.220
Kepler-649,b,Kepler-649 b,Transit,,2.260
Kepler-65,b,Kepler-65 b,Transit,,1.420
Kepler-65,c,Kepler-65 c,Transit,,2.580
Kepler-65,d,Kepler-65 d,Transit,,1.520
Kepler-65,e,Kepler-65 e,Radial Velocity,,
Kepler-650,b,Kepler-650 b,Transit,,2.960
Kepler-651,b,Kepler-651 b,Transit,,2.370
Kepler-652,b,Kepler-652 b,Transit,,2.490
Kepler-653,b,Kepler-653 b,Transit,,1.950
Kepler-653,c,Kepler-653 c,Transit,,0.780
Kepler-654,b,Kepler-654 b,Transit,,2.070
Kepler-655,b,Kepler-655 b,Transit,,2.710
Kepler-656,b,Kepler-656 b,Transit,,3.120
Kepler-657,b,Kepler-657 b,Transit,,3.520
Kepler-658,b,Kepler-658 b,Transit,,1.630
Kepler-659,b,Kepler-659 b,Transit,,2.500
Kepler-66,b,Kepler-66 b,Transit,,2.800
Kepler-660,b,Kepler-660 b,Transit,,2.570
Kepler-661,b,Kepler-661 b,Transit,,3.070
Kepler-662,b,Kepler-662 b,Transit,,2.180
Kepler-663,b,Kepler-663 b,Transit,,2.600
Kepler-664,b,Kepler-664 b,Transit,,2.660
Kepler-665,b,Kepler-665 b,Transit,,2.600
Kepler-666,b,Kepler-666 b,Transit,,2.400
Kepler-667,b,Kepler-667 b,Transit,,4.730
Kepler-668,b,Kepler-668 b,Transit,,2.700
Kepler-669,b,Kepler-669 b,Transit,,4.830
Kepler-67,b,Kepler-67 b,Transit,,2.940
Kepler-670,b,Kepler-670 b,Transit,,13.180
Kepler-671,b,Kepler-671 b,Transit,,2.690
Kepler-672,b,Kepler-672 b,Transit,,2.500
Kepler-673,b,Kepler-673 b,Transit,,6.540
Kepler-674,b,Kepler-674 b,Transit,,1.690
Kepler-675,b,Kepler-675 b,Transit,,2.440
Kepler-676,b,Kepler-676 b,Transit,,3.040
Kepler-677,b,Kepler-677 b,Transit,,5.380
Kepler-678,b,Kepler-678 b,Transit,,5.140
Kepler-679,b,Kepler-679 b,Transit,,3.010
Kepler-68,b,Kepler-68 b,Transit,,
Kepler-68,c,Kepler-68 c,Transit,,
Kepler-68,d,Kepler-68 d,Radial Velocity,,
Kepler-680,b,Kepler-680 b,Transit,,2.420
Kepler-681,b,Kepler-681 b,Transit,,3.080
Kepler-682,b,Kepler-682 b,Transit,,7.370
Kepler-683,b,Kepler-683 b,Transit,,1.970
Kepler-684,b,Kepler-684 b,Transit,,3.360
Kepler-685,b,Kepler-685 b,Transit,,10.580
Kepler-686,b,Kepler-686 b,Transit,,12.150
Kepler-687,b,Kepler-687 b,Transit,,3.520
Kepler-688,b,Kepler-688 b,Transit,,9.760
Kepler-689,b,Kepler-689 b,Transit,,2.890
Kepler-69,b,Kepler-69 b,Transit,779,2.240
Kepler-69,c,Kepler-69 c,Transit,299,1.710
Kepler-690,b,Kepler-690 b,Transit,,5.950
Kepler-691,b,Kepler-691 b,Transit,,2.090
Kepler-692,b,Kepler-692 b,Transit,,3.110
Kepler-693,b,Kepler-693 b,Transit,,10.180
Kepler-694,b,Kepler-694 b,Transit,,2.800
Kepler-695,b,Kepler-695 b,Transit,,9.210
Kepler-696,b,Kepler-696 b,Transit,,6.140
Kepler-697,b,Kepler-697 b,Transit,,4.130
Kepler-698,b,Kepler-698 b,Transit,,3.680
Kepler-699,b,Kepler-699 b,Transit,,14.110
Kepler-7,b,Kepler-7 b,Transit,1630,18.181
Kepler-700,b,Kepler-700 b,Transit,,5.990
Kepler-701,b,Kepler-701 b,Transit,,2.840
Kepler-702,b,Kepler-702 b,Transit,,9.170
Kepler-703,b,Kepler-703 b,Transit,,8.200
Kepler-704,b,Kepler-704 b,Transit,,2.610
Kepler-705,b,Kepler-705 b,Transit,,2.110
Kepler-706,b,Kepler-706 b,Transit,,13.170
Kepler-707,b,Kepler-707 b,Transit,,1.330
Kepler-708,b,Kepler-708 b,Transit,,2.930
Kepler-709,b,Kepler-709 b,Transit,,2.920
Kepler-710,b,Kepler-710 b,Transit,,1.880
Kepler-711,b,Kepler-711 b,Transit,,3.410
Kepler-712,b,Kepler-712 b,Transit,,3.410
Kepler-712,c,Kepler-712 c,Transit,,4.850
Kepler-713,b,Kepler-713 b,Transit,,2.480
Kepler-714,b,Kepler-714 b,Transit,,9.670
Kepler-715,b,Kepler-715 b,Transit,,3.750
Kepler-716,b,Kepler-716 b,Transit,,2.900
Kepler-717,b,Kepler-717 b,Transit,,2.420
Kepler-718,b,Kepler-718 b,Transit,,16.560
Kepler-719,b,Kepler-719 b,Transit,,8.520
Kepler-720,b,Kepler-720 b,Transit,,8.410
Kepler-721,b,Kepler-721 b,Transit,,2.640
Kepler-722,b,Kepler-722 b,Transit,,2.630
Kepler-722,c,Kepler-722 c,Transit,,2.820
Kepler-723,b,Kepler-723 b,Transit,,12.190
Kepler-724,b,Kepler-724 b,Transit,,3.290
Kepler-725,b,Kepler-725 b,Transit,,10.630
Kepler-726,b,Kepler-726 b,Transit,,3.260
Kepler-727,b,Kepler-727 b,Transit,,2.530
Kepler-728,b,Kepler-728 b,Transit,,3.340
Kepler-729,b,Kepler-729 b,Transit,,3.580
Kepler-730,b,Kepler-730 b,Transit,1219,12.330
Kepler-730,c,Kepler-730 c,Transit,1607,1.569
Kepler-731,b,Kepler-731 b,Transit,,13.880
Kepler-732,b,Kepler-732 b,Transit,,2.180
Kepler-732,c,Kepler-732 c,Transit,,1.270
Kepler-733,b,Kepler-733 b,Transit,,2.820
Kepler-734,b,Kepler-734 b,Transit,,3.560
Kepler-735,b,Kepler-735 b,Transit,,2.950
Kepler-736,b,Kepler-736 b,Transit,,2.930
Kepler-737,b,Kepler-737 b,Transit,,1.960
Kepler-738,b,Kepler-738 b,Transit,,2.500
Kepler-739,b,Kepler-739 b,Transit,,3.320
Kepler-74,b,Kepler-74 b,Transit,1078,10.760
Kepler-740,b,Kepler-740 b,Transit,,4.570
Kepler-741,b,Kepler-741 b,Transit,,2.970
Kepler-742,b,Kepler-742 b,Transit,,3.240
Kepler-743,b,Kepler-743 b,Transit,,1.210
Kepler-744,b,Kepler-744 b,Transit,,1.620
Kepler-745,b,Kepler-745 b,Transit,,2.160
Kepler-746,b,Kepler-746 b,Transit,,1.110
Kepler-747,b,Kepler-747 b,Transit,,5.270
Kepler-748,b,Kepler-748 b,Transit,,2.520
Kepler-749,b,Kepler-749 b,Transit,,3.100
Kepler-75,b,Kepler-75 b,Transit,767,11.770
Kepler-750,b,Kepler-750 b,Transit,,3.070
Kepler-750,c,Kepler-750 c,Transit,,1.620
Kepler-751,b,Kepler-751 b,Transit,,2.460
Kepler-752,b,Kepler-752 b,Transit,,2.810
Kepler-753,b,Kepler-753 b,Transit,,1.910
Kepler-754,b,Kepler-754 b,Transit,,2.010
Kepler-755,b,Kepler-755 b,Transit,,1.760
Kepler-755,c,Kepler-755 c,Transit,,1.260
Kepler-756,b,Kepler-756 b,Transit,,1.120
Kepler-757,b,Kepler-757 b,Transit,,1.360
Kepler-758,b,Kepler-758 b,Transit,,2.480
Kepler-758,c,Kepler-758 c,Transit,,1.690
Kepler-758,d,Kepler-758 d,Transit,,2.120
Kepler-758,e,Kepler-758 e,Transit,,1.530
Kepler-759,b,Kepler-759 b,Transit,,2.270
Kepler-76,b,Kepler-76 b,Orbital Brightness Modulation,2140,15.244
Kepler-760,b,Kepler-760 b,Transit,,3.060
Kepler-760,c,Kepler-760 c,Transit,,1.480
Kepler-761,b,Kepler-761 b,Transit,,2.030
Kepler-762,b,Kepler-762 b,Transit,,12.680
Kepler-763,b,Kepler-763 b,Transit,,1.220
Kepler-764,b,Kepler-764 b,Transit,,1.640
Kepler-765,b,Kepler-765 b,Transit,,2.430
Kepler-766,b,Kepler-766 b,Transit,,3.390
Kepler-767,b,Kepler-767 b,Transit,,6.640
Kepler-768,b,Kepler-768 b,Transit,,1.790
Kepler-769,b,Kepler-769 b,Transit,,2.920
Kepler-769,c,Kepler-769 c,Transit,,1.790
Kepler-77,b,Kepler-77 b,Transit,1440,10.761
Kepler-770,b,Kepler-770 b,Transit,,2.300
Kepler-770,c,Kepler-770 c,Transit,,1.200
Kepler-770,d,Kepler-770 d,Transit,,1.400
Kepler-771,b,Kepler-771 b,Transit,,1.820
Kepler-772,b,Kepler-772 b,Transit,,1.820
Kepler-773,b,Kepler-773 b,Transit,,1.430
Kepler-774,b,Kepler-774 b,Transit,,3.170
Kepler-775,b,Kepler-775 b,Transit,,1.190
Kepler-776,b,Kepler-776 b,Transit,,1.280
Kepler-777,b,Kepler-777 b,Transit,,1.470
Kepler-778,b,Kepler-778 b,Transit,,1.680
Kepler-779,b,Kepler-779 b,Transit,,0.920
Kepler-78,b,Kepler-78 b,Transit,,1.121
Kepler-780,b,Kepler-780 b,Transit,,0.890
Kepler-781,b,Kepler-781 b,Transit,,2.890
Kepler-782,b,Kepler-782 b,Transit,,3.210
Kepler-783,b,Kepler-783 b,Transit,,0.780
Kepler-784,b,Kepler-784 b,Transit,,1.580
Kepler-785,b,Kepler-785 b,Transit,,13.020
Kepler-786,b,Kepler-786 b,Transit,,2.430
Kepler-787,b,Kepler-787 b,Transit,,1.280
Kepler-788,b,Kepler-788 b,Transit,,2.550
Kepler-789,b,Kepler-789 b,Transit,,2.120
Kepler-79,b,Kepler-79 b,Transit,,3.470
Kepler-79,c,Kepler-79 c,Transit,,3.720
Kepler-79,d,Kepler-79 d,Transit,,7.160
Kepler-79,e,Kepler-79 e,Transit,,3.490
Kepler-790,b,Kepler-790 b,Transit,,2.180
Kepler-791,b,Kepler-791 b,Transit,,3.050
Kepler-792,b,Kepler-792 b,Transit,,1.960
Kepler-793,b,Kepler-793 b,Transit,,1.370
Kepler-794,b,Kepler-794 b,Transit,,2.110
Kepler-795,b,Kepler-795 b,Transit,,1.680
Kepler-796,b,Kepler-796 b,Transit,,1.300
Kepler-797,b,Kepler-797 b,Transit,,2.170
Kepler-798,b,Kepler-798 b,Transit,,2.390
Kepler-799,b,Kepler-799 b,Transit,,6.880
Kepler-8,b,Kepler-8 b,Transit,1680,15.872
Kepler-80,b,Kepler-80 b,Transit,,2.670
Kepler-80,c,Kepler-80 c,Transit,,2.740
Kepler-80,d,Kepler-80 d,Transit,,1.530
Kepler-80,e,Kepler-80 e,Transit,,1.600
Kepler-80,f,Kepler-80 f,Transit,,1.210
Kepler-80,g,Kepler-80 g,Transit,418,1.130
Kepler-800,b,Kepler-800 b,Transit,,2.850
Kepler-801,b,Kepler-801 b,Transit,,2.000
Kepler-802,b,Kepler-802 b,Transit,,3.540
Kepler-803,b,Kepler-803 b,Transit,,3.790
Kepler-804,b,Kepler-804 b,Transit,,1.940
Kepler-804,c,Kepler-804 c,Transit,,1.140
Kepler-805,b,Kepler-805 b,Transit,,2.890
Kepler-806,b,Kepler-806 b,Transit,,1.140
Kepler-807,b,Kepler-807 b,Transit,,10.420
Kepler-808,b,Kepler-808 b,Transit,,1.460
Kepler-809,b,Kepler-809 b,Transit,,3.010
Kepler-81,b,Kepler-81 b,Transit,,2.420
Kepler-81,c,Kepler-81 c,Transit,,2.370
Kepler-81,d,Kepler-81 d,Transit,,1.210
Kepler-810,b,Kepler-810 b,Transit,,1.930
Kepler-811,b,Kepler-811 b,Transit,,2.700
Kepler-812,b,Kepler-812 b,Transit,,3.550
Kepler-813,b,Kepler-813 b,Transit,,2.140
Kepler-814,b,Kepler-814 b,Transit,,2.120
Kepler-815,b,Kepler-815 b,Transit,,4.110
Kepler-816,b,Kepler-816 b,Transit,,10.240
Kepler-817,b,Kepler-817 b,Transit,,9.030
Kepler-818,b,Kepler-818 b,Transit,,5.110
Kepler-819,b,Kepler-819 b,Transit,,2.760
Kepler-82,b,Kepler-82 b,Transit,,4.070
Kepler-82,c,Kepler-82 c,Transit,,5.340
Kepler-82,d,Kepler-82 d,Transit,,1.770
Kepler-82,e,Kepler-82 e,Transit,,2.470
Kepler-82,f,Kepler-82 f,Transit Timing Variations,,
Kepler-820,b,Kepler-820 b,Transit,,6.090
Kepler-821,b,Kepler-821 b,Transit,,1.310
Kepler-822,b,Kepler-822 b,Transit,,1.770
Kepler-823,b,Kepler-823 b,Transit,,1.570
Kepler-824,b,Kepler-824 b,Transit,,1.870
Kepler-825,b,Kepler-825 b,Transit,,1.530
Kepler-825,c,Kepler-825 c,Transit,,1.840
Kepler-826,b,Kepler-826 b,Transit,,1.250
Kepler-827,b,Kepler-827 b,Transit,,5.630
Kepler-828,b,Kepler-828 b,Transit,,1.510
Kepler-829,b,Kepler-829 b,Transit,,2.110
Kepler-83,b,Kepler-83 b,Transit,,2.830
Kepler-83,c,Kepler-83 c,Transit,,2.360
Kepler-83,d,Kepler-83 d,Transit,,1.940
Kepler-830,b,Kepler-830 b,Transit,,1.700
Kepler-831,b,Kepler-831 b,Transit,,1.270
Kepler-832,b,Kepler-832 b,Transit,,2.060
Kepler-833,b,Kepler-833 b,Transit,,2.020
Kepler-834,b,Kepler-834 b,Transit,,2.020
Kepler-835,b,Kepler-835 b,Transit,,2.790
Kepler-836,b,Kepler-836 b,Transit,,2.730
Kepler-837,b,Kepler-837 b,Transit,,2.560
Kepler-838,b,Kepler-838 b,Transit,,2.730
Kepler-839,b,Kepler-839 b,Transit,,2.570
Kepler-84,b,Kepler-84 b,Transit,,2.230
Kepler-84,c,Kepler-84 c,Transit,,2.360
Kepler-84,d,Kepler-84 d,Transit,,1.380
Kepler-84,e,Kepler-84 e,Transit,,2.600
